id|type|name|legend|is_other_wargear|faction_id|description|
000004991||Inviolate Armour||false|DG|This model has a 5+invulnerable save.|
000004991||Inviolate Armour||false|CSM|This model has a 5+invulnerable save.|
000004992||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play and before any embarked models disembark. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000004992||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play and before any embarked models disembark. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000004992||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play and before any embarked models disembark. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000004993||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D3 mortal wounds.|
000004993||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D3 mortal wounds.|
000004993||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D3 mortal wounds.|
000004994||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000004994||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000004994||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000004995||Artillery and Crew||false|CSM|Each Rapier Carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their Rapier Carrier model). This means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the Rapier Carrier’s model, not the crew models. This unit cannot Advance, is never eligible to charge or Heroically Intervene, and cannot make pile-in or consolidation moves.|
000004995||Artillery and Crew||false|DG|Each Rapier Carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their Rapier Carrier model). This means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the Rapier Carrier’s model, not the crew models. This unit cannot Advance, is never eligible to charge or Heroically Intervene, and cannot make pile-in or consolidation moves.|
000004995||Artillery and Crew||false|TS|Each Rapier Carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their Rapier Carrier model). This means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the Rapier Carrier’s model, not the crew models. This unit cannot Advance, is never eligible to charge or Heroically Intervene, and cannot make pile-in or consolidation moves.|
000004996||Infernal bomb||true|TS|Once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. Immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. Roll one D6 for each unit within 6"" of that point, subtracting 1 if that model is a CHARACTER (excluding VEHICLE or MONSTER units): on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds. Each infernal bomb can only be dropped once per battle.|
000004996||Infernal bomb||true|CSM|Once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. Immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. Roll one D6 for each unit within 6"" of that point, subtracting 1 if that model is a CHARACTER (excluding VEHICLE or MONSTER units): on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds. Each infernal bomb can only be dropped once per battle.|
000004996||Infernal bomb||true|DG|Once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. Immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. Roll one D6 for each unit within 6"" of that point, subtracting 1 if that model is a CHARACTER (excluding VEHICLE or MONSTER units): on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds. Each infernal bomb can only be dropped once per battle.|
000004997||Airborne||false|DG|You cannot declare a charge with this model, and it can only be chosen as a target of a charge if the unit making the charge can FLY. You can only fight with this model if it is within Engagement Range of any enemy units that can FLY, and this model can only make melee attacks against units that can FLY. Enemy units can only make melee attacks against this model if they can FLY.|
000004997||Airborne||false|CSM|You cannot declare a charge with this model, and it can only be chosen as a target of a charge if the unit making the charge can FLY. You can only fight with this model if it is within Engagement Range of any enemy units that can FLY, and this model can only make melee attacks against units that can FLY. Enemy units can only make melee attacks against this model if they can FLY.|
000004997||Airborne||false|TS|You cannot declare a charge with this model, and it can only be chosen as a target of a charge if the unit making the charge can FLY. You can only fight with this model if it is within Engagement Range of any enemy units that can FLY, and this model can only make melee attacks against units that can FLY. Enemy units can only make melee attacks against this model if they can FLY.|
000004998||Supersonic||false|TS|Each time this model makes a Normal Move, Advances or Falls Back, first pivot it on the spot up to 90° (this does not contribute to how far the model moves), then move the model straight forwards. It cannot pivot again after the initial pivot.|
000004998||Supersonic||false|CSM|Each time this model makes a Normal Move, Advances or Falls Back, first pivot it on the spot up to 90° (this does not contribute to how far the model moves), then move the model straight forwards. It cannot pivot again after the initial pivot.|
000004998||Supersonic||false|DG|Each time this model makes a Normal Move, Advances or Falls Back, first pivot it on the spot up to 90° (this does not contribute to how far the model moves), then move the model straight forwards. It cannot pivot again after the initial pivot.|
000004999||Hard to Hit||false|TS|Each time a ranged attack is made against this model, subtract 1 from that attack’s hit roll.|
000004999||Hard to Hit||false|CSM|Each time a ranged attack is made against this model, subtract 1 from that attack’s hit roll.|
000004999||Hard to Hit||false|DG|Each time a ranged attack is made against this model, subtract 1 from that attack’s hit roll.|
000005000||Hover Jet||false|DG|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 20"" and it loses the Airborne, Hard to Hit and Supersonic abilities.|
000005000||Hover Jet||false|CSM|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 20"" and it loses the Airborne, Hard to Hit and Supersonic abilities.|
000005000||Hover Jet||false|TS|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 20"" and it loses the Airborne, Hard to Hit and Supersonic abilities.|
000005001||Explodes||false|TS|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005001||Explodes||false|DG|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005001||Explodes||false|CSM|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005002||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005002||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005002||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005003||Titanic||false|CSM|This model is eligible to declare a charge in a turn in which it Fell Back. Each time this model makes a Normal Move, Advances or Falls Back, it can be moved across other models (excluding MONSTER and VEHICLE models) as if they were not there, and when it does it can be moved within Engagement Range of such models, but cannot finish its move within Engagement Range of any of them.|
000005004||Frenzied Crawler||false|CSM|Each time a charge roll is made for this unit, roll one additional D6 and you can ignore any or all modifiers to that charge roll.|
000005005||Runes of the Blood God||false|CSM|Each time this model is selected as the target of a psychic power, or would suffer mortal wounds as a result of a psychic power, roll one D6: on a 4+, this model is unaffected by that psychic power.|
000005006||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 5+ it explodes, and each unit within 2D6"" suffers D6 mortal wound.|
000005007||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005007||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005007||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005008||Unstable Reactor||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 5+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005008||Unstable Reactor||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 5+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005008||Unstable Reactor||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 5+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005009||Explodes||false|CSM|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005009||Explodes||false|DG|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005009||Explodes||false|TS|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005010||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wound.|
000005012||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005012||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005012||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005013||Explodes||false|CSM|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005013||Explodes||false|DG|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005013||Explodes||false|TS|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005014||Void Shields||false|CSM|This model has 2 void shields. Each void shield has 3 shield points. While this model has any void shields, it has a 5+ invulnerable save against ranged attacks.Each time a saving throw is failed for this model against a ranged attack, if it has any void shields, it does not suffer any damage. Instead, for each point of damage inflicted, one of its void shields loses 1 shield point. Once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. Each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: this model loses that void shield and any excess damage inflicted by that attack is lost. Void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).At the start of your Command phase, if this model has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.|
000005014||Void Shields||false|DG|This model has 2 void shields. Each void shield has 3 shield points. While this model has any void shields, it has a 5+ invulnerable save against ranged attacks.Each time a saving throw is failed for this model against a ranged attack, if it has any void shields, it does not suffer any damage. Instead, for each point of damage inflicted, one of its void shields loses 1 shield point. Once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. Each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: this model loses that void shield and any excess damage inflicted by that attack is lost. Void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).At the start of your Command phase, if this model has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.|
000005014||Void Shields||false|TS|This model has 2 void shields. Each void shield has 3 shield points. While this model has any void shields, it has a 5+ invulnerable save against ranged attacks.Each time a saving throw is failed for this model against a ranged attack, if it has any void shields, it does not suffer any damage. Instead, for each point of damage inflicted, one of its void shields loses 1 shield point. Once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. Each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: this model loses that void shield and any excess damage inflicted by that attack is lost. Void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).At the start of your Command phase, if this model has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.|
000005015||Thermal jet array||true|TS|After the bearer has moved, you can select one unit this model moved across and roll one D6, subtracting 1 from the roll if that unit has the CHARACTER keyword: on a 2-4, that unit suffers D3 mortal wounds; on a 5+, that unit suffers 2D3 mortal wounds.|
000005015||Thermal jet array||true|DG|After the bearer has moved, you can select one unit this model moved across and roll one D6, subtracting 1 from the roll if that unit has the CHARACTER keyword: on a 2-4, that unit suffers D3 mortal wounds; on a 5+, that unit suffers 2D3 mortal wounds.|
000005015||Thermal jet array||true|CSM|After the bearer has moved, you can select one unit this model moved across and roll one D6, subtracting 1 from the roll if that unit has the CHARACTER keyword: on a 2-4, that unit suffers D3 mortal wounds; on a 5+, that unit suffers 2D3 mortal wounds.|
000005016||Explodes||false|TS|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within D6+6"" suffers D6 mortal wounds.Designers Note: If this model does not have a base, before deploying this model, both players must agree the footprint of this model’s ‘base’ in the same way they would for an Area Terrain feature. We suggest that an imaginary straight line should be drawn from each point on this model which would touch the battlefield when it is placed on a flat surface. The area within these lines should be considered to be this model’s ‘base’.If the model has been posed with one or more of its legs raised, agree with your opponent the point where that leg would touch the battlefield, and use this to advise the shape of the models ‘base’.|
000005016||Explodes||false|DG|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within D6+6"" suffers D6 mortal wounds.Designers Note: If this model does not have a base, before deploying this model, both players must agree the footprint of this model’s ‘base’ in the same way they would for an Area Terrain feature. We suggest that an imaginary straight line should be drawn from each point on this model which would touch the battlefield when it is placed on a flat surface. The area within these lines should be considered to be this model’s ‘base’.If the model has been posed with one or more of its legs raised, agree with your opponent the point where that leg would touch the battlefield, and use this to advise the shape of the models ‘base’.|
000005016||Explodes||false|CSM|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within D6+6"" suffers D6 mortal wounds.Designers Note: If this model does not have a base, before deploying this model, both players must agree the footprint of this model’s ‘base’ in the same way they would for an Area Terrain feature. We suggest that an imaginary straight line should be drawn from each point on this model which would touch the battlefield when it is placed on a flat surface. The area within these lines should be considered to be this model’s ‘base’.If the model has been posed with one or more of its legs raised, agree with your opponent the point where that leg would touch the battlefield, and use this to advise the shape of the models ‘base’.|
000005017||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005017||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005017||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005019||Icon of Slaughter (Aura)||false|CSM|While an enemy unit is within 3"" of this model, subtract 2 from the Leadership characteristic of models in that unit.|
000005020||Favour of the Blood God||false|CSM|In your opponent’s Psychic phase, this model can attempt to deny one psychic power as if it were a PSYKER.|
000005021||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005021||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005021||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005022||Explodes||false|CSM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005022||Explodes||false|DG|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005022||Explodes||false|TS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005023||The Warfiend (Aura)||false|CD|While a friendly KHORNE DAEMON unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a hit roll of 1.|
000005024||Swallow Whole||false|CD|At the start of the Fight phase, you can select one enemy model that is within Engagement Range of this model and roll one D6; if the result is higher than that model’s Wounds characteristic, that model is destroyed.|
000005026||Master of Magics||false|CD|Each time a Psychic test is taken for this model, add 1 to the result. If this model has 14 or more wounds remaining, add 2 to the result instead.|
000005027||Sinistrous Talon||false|CD|At the end of the Fight phase, if any non-VEHICLE models were destroyed by this model that phase, this model regains D6 lost wounds.|
000005028||Daemonic Rewards||false|CD|KHORNE SPINED CHAOS BEAST models have the Unstoppable Ferocity ability, TZEENTCH SPINED CHAOS BEAST models have the Ephemeral Form ability, NURGLE SPINED CHAOS BEAST models have the Disgustingly Resilient ability and SLAANESH SPINED CHAOS BEAST models have the Quicksilver Swiftness ability.|
000005029||Warp Spines||false|CD|Each time this model finishes a charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 3-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers 3 mortal wounds.|
000005030||Fearsome (Aura)||false|CD|While an enemy unit is within Engagement Range of this model, subtract 1 from the Leadership characteristic of models in that unit.|
000005031||Mutated Beyond Reason||false|CD|Each time this model is selected to fight, roll one D3 and apply the following result for that fight:$Table$|
000005032||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005033||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005034||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005035||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005036||Empyreal Preysight||false|QT|Each time this model makes a ranged attack, the target does not receive the benefits of cover against that attack.|
000005037||Ionic Flare Shield||false|QT|This model has a 5+ invulnerable save.|
000005038||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005039||Macro-extinction Protocols||false|QT|Each time an attack is made by this model against a TITANIC unit, add 1 to that attack’s hit roll.|
000005040||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005041||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005042||Protection Protocols||false|QT|Whilst this model is within 6"" of any friendly <DREAD HOUSEHOLD> TITANIC models, it can perform Heroic Interventions as if it were a CHARACTER. This model is eligible to perform a Heroic Intervention if it is within 6"" horizontally and 5"" vertically of any enemy unit. Each time this model makes a Heroic Intervention move, it can move up to 6"" instead of 3"". All other rules for Heroic Interventions still apply.|
000005043||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005044||Explodes||false|QT|When this model is destroyed, roll one D6 before removing it from play. On a 6+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005046||Master Witch||false|RaH|This model has a 4+ invulnerable save.|
000005047||Witches||false|RaH|Models in this unit have a 5+ invulnerable save.|
000005048||Minions of Chaos||false|RaH|If your army is Battle-forged and every model in this unit’s Detachment has either the RENEGADES AND HERETICS or UNALIGNED keywords, this unit gains the Objective Secured ability.|
000005049||True Believers||false|RaH|Each time a Combat Attrition test is taken for this unit, it is automatically passed.|
000005050||Stalkers||false|RaH|Each time a ranged attack is allocated to a model in this unit while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.|
000005051||Murder Cultists||false|RaH|Each time a model in this unit makes a melee attack, re-roll a hit roll of 1.|
000005052||Avalanche of Muscle||false|RaH|Each time this unit fights, if it made a charge move this turn, then until that fight is resolved, add 1 to the Attacks characteristic of models in this unit.|
000005053||Covenant of Nurgle||false|RaH|Each time a model in this unit would lose a wound, roll one D6: on a 6, that wound is not lost.|
000005054||Fearsome (Aura)||false|RaH|While an enemy unit is within 6"" of this unit, subtract 1 from the Leadership characteristic of models in that enemy unit.|
000005055||Mutated Beyond Reason||false|RaH|The first time this unit is selected to fight in each Fight phase, roll one D3 and consult the table below:$Table$|
000005056||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005057||Small Bomms||false|ORK|Twice per battle, in your Movement phase, after this model makes a Normal Move or Advances, you can select one enemy unit this model moved across as part of that move. If you do, roll one D6 for each model in that unit (to a maximum of 10 dice): for each 5+, that unit suffers 1 mortal wound.|
000005058||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005059||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005060||Grot Riggers||false|ORK|In your Command phase, this model regains up to 1 lost wound.|
000005061||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005062||Grot Riggers||false|ORK|In your Command phase, this model regains up to 1 lost wound.|
000005063||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005064||Buzzgob’s Dredheadz||false|ORK|In your Command phase, you can select one friendly GOFF DEFF DREADS, GOFF MEGA DREAD, GOFF MEKA-DREAD, GOFF KILLA KANS, GOFF GORKANAUT or GOFF MORKANAUT unit that is within 6"" of Mek Boss Buzzgob. Until the start of your next Command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll.|
000005065||Explodes||false|ORK|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005066||Mega Charge||false|ORK|Each time a charge roll is made for this unit, roll one additional D6 and discard one.|
000005067||Rippa Klaws||false|ORK|If the bearer is equipped with 2 dread rippa klaws, each time it fights, it can make 1 additional attack with 1 dread rippa klaw.|
000005068||Fixin’ Jobs||false|ORK|At the end of each of your Movement phases, this model can repair one friendly <CLAN> VEHICLE model within 1"" (it cannot repair itself). If it does, that model regains up to D3 lost wounds. A model can only be repaired once each turn.|
000005069||Enraged Demise||false|ORK|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it becomes enraged, and each unit within 6"" suffers D3 mortal wounds.|
000005070||Spiked Ram||false|ORK|Each time this model finishes a charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 4+, that unit suffers D3 mortal wounds.|
000005071||Kannonwagon Grot Gunners||false|ORK|Each time this model makes an attack with a supa-kannon, add 1 to that attack’s hit roll.|
000005072||Explodes||false|ORK|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005073||Gargantuan||false|ORK|This model is eligible to charge in a turn in which it Fell Back. Each time this model makes a Normal Move, Advances or Falls Back, it can move across models (excluding VEHICLE or MONSTER models) as if they were not there.|
000005074||Stampede||false|ORK|Each time this model finishes a charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 2+, that unit suffers D6 mortal wounds.|
000005075||Kill Tank Grot Riggers||false|ORK|At the end of each of your Movement phases, this model regains up to D3 lost wounds. This model can only be repaired once per turn.|
000005076||Chop and Krush||false|ORK|If this model is equipped with two melee weapons, add 1 to its Attacks characteristic.|
000005077||Explodes||false|ORK|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 3D6"" suffers D6 mortal wounds.|
000005078||Crushing Strike||false|TAU|Each time this model finishes a charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 4-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.|
000005079||Hover Jet||false|TAU|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 20"" and it loses the Airborne, Hard to Hit and Supersonic abilities.|
000005080||Explodes||false|TAU|When this model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers 2D6 mortal wounds.|
000005081||Eclipse Shield Generator||false|TAU|This model has a 4+ invulnerable save. In addition, add 1 to armour saving throws made for this model.|
000005082||Assassin||false|TAU|Each time this model makes an attack against a CHARACTER unit, you can re-roll the hit roll and wound roll.|
000005083||Photon Casters||false|TAU|Each time this unit is declared as a target of a charge, subtract 2 from that charge’s charge roll.|
000005084||Photon Casters||false|TAU|Each time this unit is declared as a target of a charge, subtract 2 from that charge roll.|
000005085||Outflank||false|TAU|During deployment, you can set up this unit behind enemy lines instead of setting it up on the battlefield. If you do, then in the Reinforcements step of one of your Movement phases you can set up this unit wholly within 6"" of any battlefield edge and more than 9"" away from any enemy models.|
000005086||Y’vahra Shield Generator||false|TAU|This model has a 5+ invulnerable save.|
000005087||Hover Drone||false|TAU|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 15"" and it loses the Airborne and Hard to Hit abilities.|
000005088||Stealth Field Technology||false|TAU|Each time a ranged attack is made against this unit, it is treated as having the benefits of light cover against that attack.|
000005089||Cloaked Insertion||false|TAU|During deployment, you can set up this unit cloaked in the sky instead of setting it up on the battlefield. If you do, then in the Reinforcements step of one of your Movement phases you can set up this unit anywhere on the battlefield that is more than 9"" away from any enemy models.|
000005090||Dispersion Field||false|TAU|This model has a 5+ invulnerable save.|
000005091||Explodes||false|TAU|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000005092||Dispersion Field||false|TAU|This model has a 5+ invulnerable save.|
000005093||Explodes||false|TAU|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 9"" suffers D6 mortal wounds.|
000005094||Energy shield||false|TAU|This model has a 4+ invulnerable save.|
000005095||Hover||false|TAU|In your Command phase, this model can hover. If it does, then until the start of your next Command phase, its Move characteristic becomes 20"" and it loses the Airborne, Hard to Hit and Supersonic abilities.|
000005096||Explodes||false|TAU|When this model is destroyed, roll one D6 before removing it from play. On a 4-5, it explodes, and each unit within 2D6"" suffers D6 mortal wounds. On a 6, it explodes, and each unit within 3D6"" suffers 2D3 mortal wounds.Designer’s Note: Before the battle, if you don’t have a base for this model, both players must agree the footprint of this model as if it had a base.|
000005097||Explodes||false|TAU|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000005098||Titanic||false|TAU|This model is eligible to declare a charge in a turn in which it Fell Back. Each time this model makes a Normal Move, Advances or Falls Back, it can be moved across other models (excluding MONSTER and VEHICLE models) as if they were not there, and when it does it can be moved within Engagement Range of such models, but cannot finish its move within Engagement Range of any of them.|
000005099||Explodes||false|TAU|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 9"" suffers D6 mortal wounds.|
000005100||Tantalus Aethersails||false|DRU|When this model Advances, do not make an Advance roll. Instead, until the end of the phase, add 12"" to the Move characteristic of this model.|
000005101||Twilight Field||false|DRU|This model has a 5+ invulnerable save against ranged attacks.|
000005102||Explodes||false|DRU|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000005103||Scything Charge||false|DRU|Each time this model finishes a charge move, roll one D6 for each enemy unit within Engagement Range of it: on a 4+, that unit suffers D3 mortal wounds.|
000005104||Float Down||false|TYR|During deployment you can set up this unit in the upper atmosphere instead of setting it up on the battlefield. If you do, then in the Reinforcements step of one of your Movement phases you can set up this unit anywhere on the battlefield that is more than 9"" away from any enemy models.|
